Interpretation Error
Raw CatSpec Dict
ID;Category;Spec;Method;GroupType;Result;LastLastCatForSpec
C12;Łatwość zmiany;pn1650-senor-g-inf-2;senor;group;0.1818182;18
C12;Łatwość zmiany;pn1650-senor-g-inf-3;senor;group;0.16;18
C12;Łatwość zmiany;pt0800-adhoc-i-inf-38;adhoc;single;0.2307692;23
C12;Łatwość zmiany;pt0800-adhoc-i-inf-39;adhoc;single;0.3333333;23
C12;Łatwość zmiany;pt0800-adhoc-i-inf-47;adhoc;single;0.5;25
C12;Łatwość zmiany;pt0800-senor-i-inf-37;senor;single;0;18
C12;Łatwość zmiany;pt0800-senor-i-inf-44;senor;single;0.25;19
C12;Łatwość zmiany;pt0930-adhoc-g-mix-40;adhoc;group;0.4166667;19
C12;Łatwość zmiany;pt0930-senor-i-inf-43;senor;single;0.1212121;12
C12;Łatwość zmiany;pt1130-adhoc-g-mix-45;adhoc;group;0.6;21
C12;Łatwość zmiany;pt1130-adhoc-g-mix-46;adhoc;group;0.2666667;19
C12;Łatwość zmiany;pt1130-senor-i-inf-41;senor;single;0.03571429;12
C12;Łatwość zmiany;pt1330-adhoc-i-inf-35;adhoc;single;0.5;18
C12;Łatwość zmiany;pt1330-senor-i-inf-34;senor;single;0.2083333;18
C12;Łatwość zmiany;wt0945-adhoc-i-inf-10;adhoc;single;0.3;22
C12;Łatwość zmiany;wt0945-adhoc-i-inf-101;adhoc;single;0.3333333;22
C12;Łatwość zmiany;wt0945-adhoc-i-inf-8;adhoc;single;0.6111111;24
C12;Łatwość zmiany;wt0945-adhoc-i-inf-9;adhoc;single;0.4117647;24
C12;Łatwość zmiany;wt0945-senor-g-mix-11;senor;group;0.04545455;14
C12;Łatwość zmiany;wt1650-adhoc-g-mix-13;adhoc;group;0.4;21
C12;Łatwość zmiany;wt1650-adhoc-i-inf-14;adhoc;single;0.5;23
C12;Łatwość zmiany;wt1650-senor-g-mix-15;senor;group;0.1111111;14
C12;Łatwość zmiany;wt1650-senor-i-mgt-16;senor;single;0.09090909;21
C13;Łatwość testowania;cz1510-adhoc-g-inf-19;adhoc;group;0.1818182;23
C13;Łatwość testowania;cz1510-adhoc-i-inf-22;adhoc;single;0.7142857;14
C13;Łatwość testowania;cz1510-adhoc-i-inf-24;adhoc;single;0.375;24
C13;Łatwość testowania;cz1510-senor-i-mgt-20;senor;single;0.2592593;17
C13;Łatwość testowania;cz1510-senor-i-mgt-21;senor;single;0;23
C13;Łatwość testowania;cz1650-adhoc-g-inf-31;adhoc;group;0.3333333;25
C13;Łatwość testowania;cz1650-adhoc-i-inf-30;adhoc;single;0.1176471;23
C13;Łatwość testowania;cz1650-adhoc-i-inf-32;adhoc;single;0.2941177;25
C13;Łatwość testowania;cz1650-senor-i-inf-28;senor;single;0.2424242;15
C13;Łatwość testowania;cz1650-senor-i-inf-29;senor;single;0.1621622;15
C13;Łatwość testowania;pn1650-adhoc-g-inf-1;adhoc;group;0.2;18
C13;Łatwość testowania;pn1650-senor-g-inf-2;senor;group;0.1818182;18
C13;Łatwość testowania;pn1650-senor-g-inf-3;senor;group;0.16;18
C13;Łatwość testowania;pt0800-adhoc-i-inf-38;adhoc;single;0.2857143;23
C13;Łatwość testowania;pt0800-adhoc-i-inf-39;adhoc;single;0.4;23
C13;Łatwość testowania;pt0800-adhoc-i-inf-47;adhoc;single;0.5555556;25
C13;Łatwość testowania;pt0800-senor-i-inf-37;senor;single;0;18
C13;Łatwość testowania;pt0800-senor-i-inf-44;senor;single;0.2857143;19
C13;Łatwość testowania;pt0930-adhoc-g-mix-40;adhoc;group;0.3846154;19
C13;Łatwość testowania;pt1130-adhoc-g-mix-45;adhoc;group;0.5454546;21
C13;Łatwość testowania;pt1130-adhoc-g-mix-46;adhoc;group;0.2666667;19
C13;Łatwość testowania;pt1330-adhoc-i-inf-35;adhoc;single;0.5;18
C13;Łatwość testowania;pt1330-senor-i-inf-34;senor;single;0.2;18
C13;Łatwość testowania;wt0945-adhoc-i-inf-10;adhoc;single;0.3;22
C13;Łatwość testowania;wt0945-adhoc-i-inf-101;adhoc;single;0.3333333;22
C13;Łatwość testowania;wt0945-adhoc-i-inf-8;adhoc;single;0.5789474;24
C13;Łatwość testowania;wt0945-adhoc-i-inf-9;adhoc;single;0.4444444;24
C13;Łatwość testowania;wt0945-senor-g-mix-11;senor;group;0.04347826;14
C13;Łatwość testowania;wt1650-adhoc-g-mix-13;adhoc;group;0.375;21
C13;Łatwość testowania;wt1650-adhoc-i-inf-14;adhoc;single;0.4117647;23
C13;Łatwość testowania;wt1650-senor-g-mix-15;senor;group;0.1034483;14
C13;Łatwość testowania;wt1650-senor-i-mgt-16;senor;single;0.09090909;21
C14;Poufność;cz1510-adhoc-g-inf-19;adhoc;group;0.1818182;23
C14;Poufność;cz1510-adhoc-i-inf-22;adhoc;single;0.625;14
C14;Poufność;cz1510-adhoc-i-inf-24;adhoc;single;0.375;24
C14;Poufność;cz1510-senor-i-mgt-20;senor;single;0.25;17
C14;Poufność;cz1510-senor-i-mgt-21;senor;single;0.05555556;23
C14;Poufność;cz1650-adhoc-g-inf-31;adhoc;group;0.375;25
C14;Poufność;cz1650-adhoc-i-inf-30;adhoc;single;0.1111111;23
C14;Poufność;cz1650-adhoc-i-inf-32;adhoc;single;0.25;25
C14;Poufność;cz1650-senor-i-inf-28;senor;single;0.2571429;15
C14;Poufność;cz1650-senor-i-inf-29;senor;single;0.1578947;15
C14;Poufność;pn1650-adhoc-g-inf-1;adhoc;group;0.2;18
C14;Poufność;pn1650-senor-g-inf-2;senor;group;0.2;18
C14;Poufność;pn1650-senor-g-inf-3;senor;group;0.1851852;18
C14;Poufność;pt0800-adhoc-i-inf-38;adhoc;single;0.2857143;23
C14;Poufność;pt0800-adhoc-i-inf-39;adhoc;single;0.4;23
C14;Poufność;pt0800-adhoc-i-inf-47;adhoc;single;0.4545455;25
C14;Poufność;pt0800-senor-i-inf-37;senor;single;0;18
C14;Poufność;pt0800-senor-i-inf-44;senor;single;0.2857143;19
C14;Poufność;pt0930-adhoc-g-mix-40;adhoc;group;0.4285714;19
C14;Poufność;pt1130-adhoc-g-mix-45;adhoc;group;0.5454546;21
C14;Poufność;pt1130-adhoc-g-mix-46;adhoc;group;0.25;19
C14;Poufność;pt1330-adhoc-i-inf-35;adhoc;single;0.5;18
C14;Poufność;pt1330-senor-i-inf-34;senor;single;0.2;18
C14;Poufność;wt0945-adhoc-i-inf-10;adhoc;single;0.3;22
C14;Poufność;wt0945-adhoc-i-inf-101;adhoc;single;0.3333333;22
C14;Poufność;wt0945-adhoc-i-inf-8;adhoc;single;0.5789474;24
C14;Poufność;wt0945-adhoc-i-inf-9;adhoc;single;0.4285714;24
C14;Poufność;wt0945-senor-g-mix-11;senor;group;0.07692308;14
C14;Poufność;wt1650-adhoc-g-mix-13;adhoc;group;0.375;21
C14;Poufność;wt1650-adhoc-i-inf-14;adhoc;single;0.4285714;23
C14;Poufność;wt1650-senor-g-mix-15;senor;group;0.1;14
C14;Poufność;wt1650-senor-i-mgt-16;senor;single;0.08333334;21
C15;Integralność;cz1510-adhoc-g-inf-19;adhoc;group;0.2307692;23
C15;Integralność;cz1510-adhoc-i-inf-24;adhoc;single;0.3529412;24
C15;Integralność;cz1510-senor-i-mgt-20;senor;single;0.2413793;17
C15;Integralność;cz1510-senor-i-mgt-21;senor;single;0.05263158;23
C15;Integralność;cz1650-adhoc-g-inf-31;adhoc;group;0.3333333;25
C15;Integralność;cz1650-adhoc-i-inf-30;adhoc;single;0.1;23
C15;Integralność;cz1650-adhoc-i-inf-32;adhoc;single;0.25;25
C15;Integralność;cz1650-senor-i-inf-28;senor;single;0.2631579;15
C15;Integralność;cz1650-senor-i-inf-29;senor;single;0.15;15
C15;Integralność;pn1650-adhoc-g-inf-1;adhoc;group;0.1538462;18
C15;Integralność;pn1650-senor-g-inf-2;senor;group;0.2142857;18
C15;Integralność;pn1650-senor-g-inf-3;senor;group;0.1785714;18
C15;Integralność;pt0800-adhoc-i-inf-38;adhoc;single;0.2666667;23
C15;Integralność;pt0800-adhoc-i-inf-39;adhoc;single;0.3333333;23
C15;Integralność;pt0800-adhoc-i-inf-47;adhoc;single;0.4166667;25
C15;Integralność;pt0800-senor-i-inf-37;senor;single;0;18
C15;Integralność;pt0800-senor-i-inf-44;senor;single;0.2608696;19
C15;Integralność;pt0930-adhoc-g-mix-40;adhoc;group;0.4;19
C15;Integralność;pt1130-adhoc-g-mix-45;adhoc;group;0.5454546;21
C15;Integralność;pt1130-adhoc-g-mix-46;adhoc;group;0.2352941;19
C15;Integralność;pt1330-adhoc-i-inf-35;adhoc;single;0.4285714;18
C15;Integralność;pt1330-senor-i-inf-34;senor;single;0.2592593;18
C15;Integralność;wt0945-adhoc-i-inf-10;adhoc;single;0.2727273;22
C15;Integralność;wt0945-adhoc-i-inf-101;adhoc;single;0.3846154;22
C15;Integralność;wt0945-adhoc-i-inf-8;adhoc;single;0.5714286;24
C15;Integralność;wt0945-adhoc-i-inf-9;adhoc;single;0.4545455;24
C15;Integralność;wt1650-adhoc-g-mix-13;adhoc;group;0.4210526;21
C15;Integralność;wt1650-adhoc-i-inf-14;adhoc;single;0.3703704;23
C15;Integralność;wt1650-senor-i-mgt-16;senor;single;0.07142857;21
C16;Niezaprzeczalność;cz1510-adhoc-g-inf-19;adhoc;group;0.2142857;23
C16;Niezaprzeczalność;cz1510-adhoc-i-inf-24;adhoc;single;0.3529412;24
C16;Niezaprzeczalność;cz1510-senor-i-mgt-20;senor;single;0.2413793;17
C16;Niezaprzeczalność;cz1510-senor-i-mgt-21;senor;single;0.05;23
C16;Niezaprzeczalność;cz1650-adhoc-g-inf-31;adhoc;group;0.368421;25
C16;Niezaprzeczalność;cz1650-adhoc-i-inf-30;adhoc;single;0.09090909;23
C16;Niezaprzeczalność;cz1650-adhoc-i-inf-32;adhoc;single;0.2380952;25
C16;Niezaprzeczalność;pn1650-adhoc-g-inf-1;adhoc;group;0.1428571;18
C16;Niezaprzeczalność;pn1650-senor-g-inf-2;senor;group;0.2068966;18
C16;Niezaprzeczalność;pn1650-senor-g-inf-3;senor;group;0.1724138;18
C16;Niezaprzeczalność;pt0800-adhoc-i-inf-38;adhoc;single;0.2941177;23
C16;Niezaprzeczalność;pt0800-adhoc-i-inf-39;adhoc;single;0.3846154;23
C16;Niezaprzeczalność;pt0800-adhoc-i-inf-47;adhoc;single;0.3846154;25
C16;Niezaprzeczalność;pt0800-senor-i-inf-37;senor;single;0;18
C16;Niezaprzeczalność;pt0800-senor-i-inf-44;senor;single;0.25;19
C16;Niezaprzeczalność;pt0930-adhoc-g-mix-40;adhoc;group;0.4375;19
C16;Niezaprzeczalność;pt1130-adhoc-g-mix-45;adhoc;group;0.5454546;21
C16;Niezaprzeczalność;pt1130-adhoc-g-mix-46;adhoc;group;0.2352941;19
C16;Niezaprzeczalność;pt1330-adhoc-i-inf-35;adhoc;single;0.4285714;18
C16;Niezaprzeczalność;pt1330-senor-i-inf-34;senor;single;0.25;18
C16;Niezaprzeczalność;wt0945-adhoc-i-inf-10;adhoc;single;0.25;22
C16;Niezaprzeczalność;wt0945-adhoc-i-inf-101;adhoc;single;0.3571429;22
C16;Niezaprzeczalność;wt0945-adhoc-i-inf-8;adhoc;single;0.5454546;24
C16;Niezaprzeczalność;wt0945-adhoc-i-inf-9;adhoc;single;0.4347826;24
C16;Niezaprzeczalność;wt1650-adhoc-g-mix-13;adhoc;group;0.4;21
C16;Niezaprzeczalność;wt1650-adhoc-i-inf-14;adhoc;single;0.3793103;23
C16;Niezaprzeczalność;wt1650-senor-i-mgt-16;senor;single;0.06666667;21
C17;Identyfikowalność;cz1510-adhoc-g-inf-19;adhoc;group;0.2;23
C17;Identyfikowalność;cz1510-adhoc-i-inf-24;adhoc;single;0.3529412;24
C17;Identyfikowalność;cz1510-senor-i-mgt-20;senor;single;0.2333333;17
C17;Identyfikowalność;cz1510-senor-i-mgt-21;senor;single;0.04761905;23
C17;Identyfikowalność;cz1650-adhoc-g-inf-31;adhoc;group;0.35;25
C17;Identyfikowalność;cz1650-adhoc-i-inf-30;adhoc;single;0.08695652;23
C17;Identyfikowalność;cz1650-adhoc-i-inf-32;adhoc;single;0.2272727;25
C17;Identyfikowalność;pn1650-adhoc-g-inf-1;adhoc;group;0.1333333;18
C17;Identyfikowalność;pn1650-senor-g-inf-2;senor;group;0.2258064;18
C17;Identyfikowalność;pn1650-senor-g-inf-3;senor;group;0.1666667;18
C17;Identyfikowalność;pt0800-adhoc-i-inf-38;adhoc;single;0.2941177;23
C17;Identyfikowalność;pt0800-adhoc-i-inf-39;adhoc;single;0.4285714;23
C17;Identyfikowalność;pt0800-adhoc-i-inf-47;adhoc;single;0.3846154;25
C17;Identyfikowalność;pt0800-senor-i-inf-37;senor;single;0;18
C17;Identyfikowalność;pt0800-senor-i-inf-44;senor;single;0.25;19
C17;Identyfikowalność;pt0930-adhoc-g-mix-40;adhoc;group;0.4705882;19
C17;Identyfikowalność;pt1130-adhoc-g-mix-45;adhoc;group;0.5454546;21
C17;Identyfikowalność;pt1130-adhoc-g-mix-46;adhoc;group;0.2222222;19
C17;Identyfikowalność;pt1330-adhoc-i-inf-35;adhoc;single;0.4285714;18
C17;Identyfikowalność;pt1330-senor-i-inf-34;senor;single;0.2413793;18
C17;Identyfikowalność;wt0945-adhoc-i-inf-10;adhoc;single;0.2307692;22
C17;Identyfikowalność;wt0945-adhoc-i-inf-101;adhoc;single;0.3333333;22
C17;Identyfikowalność;wt0945-adhoc-i-inf-8;adhoc;single;0.5454546;24
C17;Identyfikowalność;wt0945-adhoc-i-inf-9;adhoc;single;0.4347826;24
C17;Identyfikowalność;wt1650-adhoc-g-mix-13;adhoc;group;0.3636364;21
C17;Identyfikowalność;wt1650-adhoc-i-inf-14;adhoc;single;0.3548387;23
C17;Identyfikowalność;wt1650-senor-i-mgt-16;senor;single;0.0625;21
C18;Autentyczność;cz1510-adhoc-g-inf-19;adhoc;group;0.2941177;23
C18;Autentyczność;cz1510-adhoc-i-inf-24;adhoc;single;0.3529412;24
C18;Autentyczność;cz1510-senor-i-mgt-21;senor;single;0.04545455;23
C18;Autentyczność;cz1650-adhoc-g-inf-31;adhoc;group;0.3636364;25
C18;Autentyczność;cz1650-adhoc-i-inf-30;adhoc;single;0.1538462;23
C18;Autentyczność;cz1650-adhoc-i-inf-32;adhoc;single;0.2;25
C18;Autentyczność;pn1650-adhoc-g-inf-1;adhoc;group;0.125;18
C18;Autentyczność;pn1650-senor-g-inf-2;senor;group;0.2058824;18
C18;Autentyczność;pn1650-senor-g-inf-3;senor;group;0.2121212;18
C18;Autentyczność;pt0800-adhoc-i-inf-38;adhoc;single;0.3157895;23
C18;Autentyczność;pt0800-adhoc-i-inf-39;adhoc;single;0.375;23
C18;Autentyczność;pt0800-adhoc-i-inf-47;adhoc;single;0.4285714;25
C18;Autentyczność;pt0800-senor-i-inf-37;senor;single;0;18
C18;Autentyczność;pt0800-senor-i-inf-44;senor;single;0.25;19
C18;Autentyczność;pt0930-adhoc-g-mix-40;adhoc;group;0.4444444;19
C18;Autentyczność;pt1130-adhoc-g-mix-45;adhoc;group;0.5454546;21
C18;Autentyczność;pt1130-adhoc-g-mix-46;adhoc;group;0.2222222;19
C18;Autentyczność;pt1330-adhoc-i-inf-35;adhoc;single;0.375;18
C18;Autentyczność;pt1330-senor-i-inf-34;senor;single;0.21875;18
C18;Autentyczność;wt0945-adhoc-i-inf-10;adhoc;single;0.25;22
C18;Autentyczność;wt0945-adhoc-i-inf-101;adhoc;single;0.3157895;22
C18;Autentyczność;wt0945-adhoc-i-inf-8;adhoc;single;0.5384616;24
C18;Autentyczność;wt0945-adhoc-i-inf-9;adhoc;single;0.4166667;24
C18;Autentyczność;wt1650-adhoc-g-mix-13;adhoc;group;0.3478261;21
C18;Autentyczność;wt1650-adhoc-i-inf-14;adhoc;single;0.375;23
C18;Autentyczność;wt1650-senor-i-mgt-16;senor;single;0.05882353;21
C19;Charakterystyka czasowa;cz1510-adhoc-g-inf-19;adhoc;group;0.2777778;23
C19;Charakterystyka czasowa;cz1510-adhoc-i-inf-24;adhoc;single;0.3888889;24
C19;Charakterystyka czasowa;cz1510-senor-i-mgt-21;senor;single;0.04347826;23
C19;Charakterystyka czasowa;cz1650-adhoc-g-inf-31;adhoc;group;0.32;25
C19;Charakterystyka czasowa;cz1650-adhoc-i-inf-30;adhoc;single;0.137931;23
C19;Charakterystyka czasowa;cz1650-adhoc-i-inf-32;adhoc;single;0.1785714;25
C19;Charakterystyka czasowa;pt0800-adhoc-i-inf-38;adhoc;single;0.2857143;23
C19;Charakterystyka czasowa;pt0800-adhoc-i-inf-39;adhoc;single;0.3529412;23
C19;Charakterystyka czasowa;pt0800-adhoc-i-inf-47;adhoc;single;0.4;25
C19;Charakterystyka czasowa;pt0800-senor-i-inf-44;senor;single;0.2333333;19
C19;Charakterystyka czasowa;pt0930-adhoc-g-mix-40;adhoc;group;0.4;19
C19;Charakterystyka czasowa;pt1130-adhoc-g-mix-45;adhoc;group;0.5;21
C19;Charakterystyka czasowa;pt1130-adhoc-g-mix-46;adhoc;group;0.2380952;19
C19;Charakterystyka czasowa;wt0945-adhoc-i-inf-10;adhoc;single;0.2352941;22
C19;Charakterystyka czasowa;wt0945-adhoc-i-inf-101;adhoc;single;0.3;22
C19;Charakterystyka czasowa;wt0945-adhoc-i-inf-8;adhoc;single;0.5172414;24
C19;Charakterystyka czasowa;wt0945-adhoc-i-inf-9;adhoc;single;0.3703704;24
C19;Charakterystyka czasowa;wt1650-adhoc-g-mix-13;adhoc;group;0.32;21
C19;Charakterystyka czasowa;wt1650-adhoc-i-inf-14;adhoc;single;0.3428572;23
C19;Charakterystyka czasowa;wt1650-senor-i-mgt-16;senor;single;0.05555556;21
C20;Zużycie zasobów;cz1510-adhoc-g-inf-19;adhoc;group;0.2777778;23
C20;Zużycie zasobów;cz1510-adhoc-i-inf-24;adhoc;single;0.368421;24
C20;Zużycie zasobów;cz1510-senor-i-mgt-21;senor;single;0.04166667;23
C20;Zużycie zasobów;cz1650-adhoc-g-inf-31;adhoc;group;0.32;25
C20;Zużycie zasobów;cz1650-adhoc-i-inf-30;adhoc;single;0.1875;23
C20;Zużycie zasobów;cz1650-adhoc-i-inf-32;adhoc;single;0.1785714;25
C20;Zużycie zasobów;pt0800-adhoc-i-inf-38;adhoc;single;0.2727273;23
C20;Zużycie zasobów;pt0800-adhoc-i-inf-39;adhoc;single;0.3;23
C20;Zużycie zasobów;pt0800-adhoc-i-inf-47;adhoc;single;0.4;25
C20;Zużycie zasobów;pt1130-adhoc-g-mix-45;adhoc;group;0.5;21
C20;Zużycie zasobów;wt0945-adhoc-i-inf-10;adhoc;single;0.2222222;22
C20;Zużycie zasobów;wt0945-adhoc-i-inf-101;adhoc;single;0.2857143;22
C20;Zużycie zasobów;wt0945-adhoc-i-inf-8;adhoc;single;0.5172414;24
C20;Zużycie zasobów;wt0945-adhoc-i-inf-9;adhoc;single;0.3928571;24
C20;Zużycie zasobów;wt1650-adhoc-g-mix-13;adhoc;group;0.3461539;21
C20;Zużycie zasobów;wt1650-adhoc-i-inf-14;adhoc;single;0.3243243;23
C20;Zużycie zasobów;wt1650-senor-i-mgt-16;senor;single;0.05263158;21
C21;Interoperacyjność;cz1510-adhoc-g-inf-19;adhoc;group;0.3157895;23
C21;Interoperacyjność;cz1510-adhoc-i-inf-24;adhoc;single;0.368421;24
C21;Interoperacyjność;cz1510-senor-i-mgt-21;senor;single;0.04166667;23
C21;Interoperacyjność;cz1650-adhoc-g-inf-31;adhoc;group;0.3461539;25
C21;Interoperacyjność;cz1650-adhoc-i-inf-30;adhoc;single;0.1764706;23
C21;Interoperacyjność;cz1650-adhoc-i-inf-32;adhoc;single;0.1785714;25
C21;Interoperacyjność;pt0800-adhoc-i-inf-38;adhoc;single;0.3043478;23
C21;Interoperacyjność;pt0800-adhoc-i-inf-39;adhoc;single;0.2857143;23
C21;Interoperacyjność;pt0800-adhoc-i-inf-47;adhoc;single;0.4;25
C21;Interoperacyjność;pt1130-adhoc-g-mix-45;adhoc;group;0.4615385;21
C21;Interoperacyjność;wt0945-adhoc-i-inf-10;adhoc;single;0.2105263;22
C21;Interoperacyjność;wt0945-adhoc-i-inf-101;adhoc;single;0.2727273;22
C21;Interoperacyjność;wt0945-adhoc-i-inf-8;adhoc;single;0.5333334;24
C21;Interoperacyjność;wt0945-adhoc-i-inf-9;adhoc;single;0.4137931;24
C21;Interoperacyjność;wt1650-adhoc-g-mix-13;adhoc;group;0.3703704;21
C21;Interoperacyjność;wt1650-adhoc-i-inf-14;adhoc;single;0.3243243;23
C21;Interoperacyjność;wt1650-senor-i-mgt-16;senor;single;0.1428571;21
C22;Współistnienie;cz1510-adhoc-g-inf-19;adhoc;group;0.3;23
C22;Współistnienie;cz1510-adhoc-i-inf-24;adhoc;single;0.368421;24
C22;Współistnienie;cz1510-senor-i-mgt-21;senor;single;0.04166667;23
C22;Współistnienie;cz1650-adhoc-g-inf-31;adhoc;group;0.3461539;25
C22;Współistnienie;cz1650-adhoc-i-inf-30;adhoc;single;0.1764706;23
C22;Współistnienie;cz1650-adhoc-i-inf-32;adhoc;single;0.1785714;25
C22;Współistnienie;pt0800-adhoc-i-inf-38;adhoc;single;0.2916667;23
C22;Współistnienie;pt0800-adhoc-i-inf-39;adhoc;single;0.2857143;23
C22;Współistnienie;pt0800-adhoc-i-inf-47;adhoc;single;0.4;25
C22;Współistnienie;wt0945-adhoc-i-inf-10;adhoc;single;0.2;22
C22;Współistnienie;wt0945-adhoc-i-inf-101;adhoc;single;0.2608696;22
C22;Współistnienie;wt0945-adhoc-i-inf-8;adhoc;single;0.5;24
C22;Współistnienie;wt0945-adhoc-i-inf-9;adhoc;single;0.4;24
C22;Współistnienie;wt1650-adhoc-i-inf-14;adhoc;single;0.3157895;23
C23;Łatwość instalacji;cz1510-adhoc-g-inf-19;adhoc;group;0.2857143;23
C23;Łatwość instalacji;cz1510-adhoc-i-inf-24;adhoc;single;0.35;24
C23;Łatwość instalacji;cz1510-senor-i-mgt-21;senor;single;0.04;23
C23;Łatwość instalacji;cz1650-adhoc-g-inf-31;adhoc;group;0.3703704;25
C23;Łatwość instalacji;cz1650-adhoc-i-inf-30;adhoc;single;0.1714286;23
C23;Łatwość instalacji;cz1650-adhoc-i-inf-32;adhoc;single;0.1612903;25
C23;Łatwość instalacji;pt0800-adhoc-i-inf-38;adhoc;single;0.28;23
C23;Łatwość instalacji;pt0800-adhoc-i-inf-39;adhoc;single;0.2727273;23
C23;Łatwość instalacji;pt0800-adhoc-i-inf-47;adhoc;single;0.375;25
C23;Łatwość instalacji;wt0945-adhoc-i-inf-8;adhoc;single;0.5151515;24
C23;Łatwość instalacji;wt0945-adhoc-i-inf-9;adhoc;single;0.3870968;24
C23;Łatwość instalacji;wt1650-adhoc-i-inf-14;adhoc;single;0.3157895;23
C24;Łatwość adaptacji;cz1510-adhoc-i-inf-24;adhoc;single;0.3333333;24
C24;Łatwość adaptacji;cz1650-adhoc-g-inf-31;adhoc;group;0.3448276;25
C24;Łatwość adaptacji;cz1650-adhoc-i-inf-32;adhoc;single;0.1612903;25
C24;Łatwość adaptacji;pt0800-adhoc-i-inf-47;adhoc;single;0.3529412;25
C24;Łatwość adaptacji;wt0945-adhoc-i-inf-8;adhoc;single;0.5142857;24
C24;Łatwość adaptacji;wt0945-adhoc-i-inf-9;adhoc;single;0.40625;24
C25;Łatwość zamiany;cz1650-adhoc-g-inf-31;adhoc;group;0.3666667;25
C25;Łatwość zamiany;cz1650-adhoc-i-inf-32;adhoc;single;0.15625;25
C25;Łatwość zamiany;pt0800-adhoc-i-inf-47;adhoc;single;0.3333333;25

RN Error
Raw CatSpec Dict
ID;Category;Spec;Method;GroupType;Result;LastLastCatForSpec
C1;Funkcjonalna poprawność;cz1510-adhoc-g-inf-19;adhoc;group;NA;23
C1;Funkcjonalna poprawność;cz1510-adhoc-i-inf-22;adhoc;single;1;14
C1;Funkcjonalna poprawność;cz1510-adhoc-i-inf-24;adhoc;single;NA;24
C1;Funkcjonalna poprawność;cz1510-senor-g-mix-17;senor;group;0.6666667;4
C1;Funkcjonalna poprawność;cz1510-senor-g-mix-18;senor;group;0;6
C1;Funkcjonalna poprawność;cz1510-senor-i-mgt-20;senor;single;0;17
C1;Funkcjonalna poprawność;cz1510-senor-i-mgt-21;senor;single;0;23
C1;Funkcjonalna poprawność;cz1650-adhoc-g-inf-31;adhoc;group;NA;25
C1;Funkcjonalna poprawność;cz1650-adhoc-i-inf-25;adhoc;single;1;7
C1;Funkcjonalna poprawność;cz1650-adhoc-i-inf-30;adhoc;single;0;23
C1;Funkcjonalna poprawność;cz1650-adhoc-i-inf-32;adhoc;single;0;25
C1;Funkcjonalna poprawność;cz1650-senor-g-inf-33;senor;group;0;6
C1;Funkcjonalna poprawność;cz1650-senor-i-inf-26;senor;single;0.5;8
C1;Funkcjonalna poprawność;cz1650-senor-i-inf-27;senor;single;0;10
C1;Funkcjonalna poprawność;cz1650-senor-i-inf-28;senor;single;0;15
C1;Funkcjonalna poprawność;cz1650-senor-i-inf-29;senor;single;0.25;15
C1;Funkcjonalna poprawność;pn1650-adhoc-g-inf-1;adhoc;group;NA;18
C1;Funkcjonalna poprawność;pn1650-senor-g-inf-2;senor;group;0.25;18
C1;Funkcjonalna poprawność;pn1650-senor-g-inf-3;senor;group;0;18
C1;Funkcjonalna poprawność;pt0800-adhoc-i-inf-38;adhoc;single;0;23
C1;Funkcjonalna poprawność;pt0800-adhoc-i-inf-39;adhoc;single;NA;23
C1;Funkcjonalna poprawność;pt0800-adhoc-i-inf-47;adhoc;single;NA;25
C1;Funkcjonalna poprawność;pt0800-senor-i-inf-37;senor;single;0;18
C1;Funkcjonalna poprawność;pt0800-senor-i-inf-44;senor;single;NA;19
C1;Funkcjonalna poprawność;pt0930-adhoc-g-mix-40;adhoc;group;NA;19
C1;Funkcjonalna poprawność;pt0930-senor-g-mix-48;senor;group;0.2;8
C1;Funkcjonalna poprawność;pt0930-senor-i-inf-36;senor;single;0.3333333;7
C1;Funkcjonalna poprawność;pt0930-senor-i-inf-43;senor;single;NA;12
C1;Funkcjonalna poprawność;pt1130-adhoc-g-mix-45;adhoc;group;1;21
C1;Funkcjonalna poprawność;pt1130-adhoc-g-mix-46;adhoc;group;1;19
C1;Funkcjonalna poprawność;pt1130-senor-g-mix-49;senor;group;0.125;6
C1;Funkcjonalna poprawność;pt1130-senor-i-inf-41;senor;single;0.5;12
C1;Funkcjonalna poprawność;pt1130-senor-i-inf-42;senor;single;0;5
C1;Funkcjonalna poprawność;pt1330-adhoc-i-inf-35;adhoc;single;1;18
C1;Funkcjonalna poprawność;pt1330-senor-g-mix-50;senor;group;0.3333333;7
C1;Funkcjonalna poprawność;pt1330-senor-i-inf-34;senor;single;0;18
C1;Funkcjonalna poprawność;wt0800-senor-g-mix-4;senor;group;0;11
C1;Funkcjonalna poprawność;wt0800-senor-i-inf-5;senor;single;0.5;10
C1;Funkcjonalna poprawność;wt0800-senor-i-inf-6;senor;single;0;10
C1;Funkcjonalna poprawność;wt0800-senor-i-inf-7;senor;single;0.5;10
C1;Funkcjonalna poprawność;wt0945-adhoc-i-inf-10;adhoc;single;1;22
C1;Funkcjonalna poprawność;wt0945-adhoc-i-inf-101;adhoc;single;0;22
C1;Funkcjonalna poprawność;wt0945-adhoc-i-inf-8;adhoc;single;0;24
C1;Funkcjonalna poprawność;wt0945-adhoc-i-inf-9;adhoc;single;0.5;24
C1;Funkcjonalna poprawność;wt0945-senor-g-mix-11;senor;group;0.3333333;14
